City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
366,Realeza,BR,82.35,broken clouds,-25.7689,-53.5325,Hotel Renascer
367,Buala,SB,79.54,broken clouds,-8.145,159.5921,Maringe Lagoon Lodge
369,Finschhafen,PG,78.57,overcast clouds,-6.6024,147.8681,Cossam Guest House
370,Florianopolis,BR,75.2,moderate rain,-27.6146,-48.5012,Hotel Boutique Quinta das Videiras
371,Rach Gia,VN,78.8,scattered clouds,10.0167,105.0833,Nhà Hàng Hòa Giang
376,Oranjestad,AW,86.0,few clouds,12.524000000000001,-70.027,Divi Village Golf & Beach Resort
377,Biak,ID,74.37,overcast clouds,-0.9131,122.8766,Penginapan Kim
380,Orizona,BR,79.99,few clouds,-17.0314,-48.2958,Hotel Carvalhos
384,Champerico,GT,93.2,scattered clouds,14.3,-91.9167,"Hotel y restaurante ""El Diamante"""
385,Rosetta,EG,75.2,clear sky,31.4044,30.4164,Green Valley
386,Pozo Colorado,PY,94.46,broken clouds,-23.4923,-58.7972,Hospedaje la Amistad
388,Neiafu,TO,71.6,few clouds,-18.65,-173.9833,Mystic Sands
389,Alta Floresta,BR,87.8,scattered clouds,-9.8756,-56.0861,Floresta Amazonica Hotel
394,Etchoropo,MX,89.01,clear sky,26.7667,-109.6667,Campo de Andrés cruz jusaino
397,Chimbote,PE,73.2,overcast clouds,-9.0853,-78.5783,Hotel Viera Chimbote
398,Mananjary,MG,72.97,overcast clouds,-21.2167,48.3333,Vahiny Lodge
400,Puerto Boyaca,CO,92.35,overcast clouds,5.9758,-74.5885,hotel juanes
401,Penukonda,IN,83.14,scattered clouds,14.0833,77.5833,The Hotel Spider
402,Kloulklubed,PW,80.6,broken clouds,7.0419,134.2556,Storyboard Beach Resort
403,Canton,CN,77.0,overcast clouds,23.1167,113.25,Guangzhou Hotel
405,Gat,IL,73.0,scattered clouds,31.61,34.7642,OlusHome
406,Kulhudhuffushi,MV,84.51,broken clouds,6.6221,73.07,Haajy Guest House 1
407,Baihar,IN,79.61,clear sky,22.1,80.55,T3 RESORT & RESEARCH CENTRE
408,Noumea,NC,75.0,clear sky,-22.2763,166.4572,Hôtel Le Lagon
410,Basco,PH,76.86,overcast clouds,20.4487,121.9702,Nathaniel's Lodge
411,Alim,PH,80.89,overcast clouds,9.5649,122.4876,Calamai Tropica
414,Daru,PG,78.35,heavy intensity rain,-9.0763,143.2092,Daru Lodge
418,Adre,TD,82.02,clear sky,13.4667,22.2,
421,Tezu,IN,68.34,broken clouds,27.9167,96.1667,Circuit House
422,Olinda,BR,73.4,broken clouds,-8.0089,-34.8553,Hotel Albergue de Olinda
424,Morondava,MG,74.44,clear sky,-20.2833,44.2833,La Case Bambou
426,Clemson,US,68.0,few clouds,34.6834,-82.8374,Courtyard by Marriott Clemson
427,Port Blair,IN,80.76,few clouds,11.6667,92.75,Welcomhotel Bay Island Port Blair
431,Yopal,CO,84.0,overcast clouds,5.3378,-72.3959,GHL Style Yopal
435,Camana,PE,71.92,few clouds,-16.6228,-72.7111,Hostal Morales
436,Susangerd,IR,82.4,clear sky,31.5608,48.1831,دفتر خدمات هوایی وجهانگردی نسیم گستر دشت آزادگان
437,Faanui,PF,82.4,overcast clouds,-16.4833,-151.75,Bora-Bora Pearl Beach Resort & Spa
439,Celestun,MX,89.56,scattered clouds,20.8667,-90.4,Posada Lilia
440,Avera,US,77.0,clear sky,33.194,-82.5271,
441,Manzanillo,CU,93.29,clear sky,20.3433,-77.1167,"HOSTAL ""THE YELLOW HOUSE"""
442,Bilma,NE,91.99,overcast clouds,18.6853,12.9164,Expeditions Ténére voyages
443,Alyangula,AU,68.0,overcast clouds,-13.8483,136.4192,Groote Eylandt Lodge
448,Wamba,NG,86.07,light rain,8.9333,8.6,Roma Zee Guest House Annex
449,San Antonio,US,71.6,few clouds,29.4241,-98.4936,Drury Plaza Hotel San Antonio Riverwalk
451,Kikwit,CD,68.76,overcast clouds,-5.041,18.8162,Guest L'Amour
452,Santa Cruz De La Palma,ES,69.8,broken clouds,28.6835,-17.7642,H10 Taburiente Playa
453,Buenaventura,CO,83.8,overcast clouds,3.8801,-77.0312,La Casa Blanca Hotel
455,Martapura,ID,73.4,overcast clouds,-3.4167,114.85,Montana Hotel Syariah
457,Silifke,TR,72.01,overcast clouds,36.3778,33.9344,Ayatekla Hotel
458,Sawakin,SD,80.42,clear sky,19.1059,37.3321,فندق الدويم
460,Tamandare,BR,80.31,broken clouds,-8.7597,-35.1047,Pousada 100 Passos
462,Uarini,BR,87.8,scattered clouds,-2.99,-65.1083,
463,Tagusao,PH,79.97,light rain,9.1924,117.8141,Toledo
465,Rantauprapat,ID,70.66,overcast clouds,2.1,99.8333,Permata Land Hotel & Resort
466,Condado,CU,95.0,few clouds,21.8767,-79.8403,Casa Guachinango
467,Ombessa,CM,76.87,overcast clouds,4.603,11.2565,Hotel Elma**
470,Pangoa,PE,82.29,overcast clouds,-12.1167,-73.0,
473,Lorengau,PG,80.06,broken clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
475,Kavieng,PG,81.21,moderate rain,-2.5744,150.7967,Nusa Island Retreat
479,Huitan,GT,82.4,scattered clouds,15.1,-91.6167,Car wash
480,Gorontalo,ID,75.88,overcast clouds,0.5412,123.0595,Maqna Hotel by Prasanthi
483,Ler,SS,91.22,overcast clouds,8.3018,30.1418,
488,Tessalit,ML,91.63,overcast clouds,20.1986,1.0114,
493,Saint-Pierre,RE,73.4,"moderate rain', 'mist",-21.3393,55.4781,Lindsey Hôtel
495,Sunrise Manor,US,71.01,clear sky,36.2111,-115.0731,Comfort Inn & Suites Las Vegas - Nellis
496,Bathsheba,BB,86.0,broken clouds,13.2167,-59.5167,Atlantis Hotel
497,Inirida,CO,87.03,overcast clouds,3.8653,-67.9239,Fuente del Guania Hotel de Lujo
499,Vredendal,ZA,83.35,clear sky,-31.6683,18.5012,Tharrakamma Guest House
502,Sylacauga,US,71.01,overcast clouds,33.1732,-86.2516,Holiday Inn Express & Suites Sylacauga
504,Arawa,PG,76.57,overcast clouds,-6.2132,155.5367,Coastline Guest House
510,Sao Joao Da Barra,BR,78.8,scattered clouds,-21.6403,-41.0511,Pousada Porto De Canoas
512,Pizarro,CO,82.35,overcast clouds,4.9533,-77.366,Hotel Limonar
513,Ixtapa,MX,82.4,clear sky,20.7,-105.2,Hotel Plaza Providencia
514,Moron,AR,80.01,clear sky,-34.6534,-58.6198,Hotel Morón
515,Boende,CD,76.21,overcast clouds,-0.2167,20.8667,
519,Boca Do Acre,BR,81.07,overcast clouds,-8.7522,-67.3978,Hotel Sao Pedro
520,Hambantota,LK,78.8,scattered clouds,6.1241,81.1185,Bungalow 63
521,Puerto Baquerizo Moreno,EC,84.2,light rain,-0.9,-89.6,Hotel los Algarrobos
524,Acari,PE,80.87,clear sky,-15.4311,-74.6158,HOSPEDAJE XIMENA
525,Phangnga,TH,82.4,light rain,8.4509,98.5298,Rattanapong Hotel
529,Raipur,IN,84.2,haze,21.2333,81.6333,Hotel Meera
531,Bandarbeyla,SO,81.27,clear sky,9.4942,50.8122,JABIR HOTEL
532,Arlit,NE,92.66,overcast clouds,18.7369,7.3853,Case de Passage De la Prefecture
533,Auki,SB,76.98,overcast clouds,-8.7676,160.7034,Auki Motel
537,Carutapera,BR,83.01,moderate rain,-1.195,-46.02,Lidera
541,Hobyo,SO,83.62,clear sky,5.3505,48.5268,Halane Hotel and Restaurent
560,Sibolga,ID,75.49,overcast clouds,1.7427,98.7792,Hotel Syariah CN Darussalam
562,Manjeshwar,IN,84.2,few clouds,12.7194,74.8861,Baithul Hidaya
563,Mae Hong Son,TH,70.39,few clouds,19.3003,97.9685,Baiyoke Chalet Hotel
566,San Rafael,AR,75.25,overcast clouds,-34.6177,-68.3301,Hotel San Rafael
567,San Juan,AR,84.2,clear sky,-31.5375,-68.5364,Hotel Provincial
568,Bima,ID,74.61,broken clouds,-8.4667,118.7167,Lambitu Hotel
569,Araripina,BR,76.64,overcast clouds,-7.5761,-40.4983,Hotel Eco Recanto da Serra
575,Dorchester,US,75.2,clear sky,33.1002,-80.3831,
580,Eyl,SO,81.54,few clouds,7.9803,49.8164,Amiin Hotel
584,Karratha,AU,80.83,clear sky,-20.7377,116.8463,ibis Styles Karratha
585,Ilebo,CD,71.53,moderate rain,-4.3167,20.5833,Hôtel BUMAK
588,Vanimo,PG,76.1,moderate rain,-2.6741,141.3028,Vahmoneh Lodge Vanimo
591,Diffa,NE,90.73,scattered clouds,13.3154,12.6113,ProDAF/Diffa
592,Bull Savanna,JM,84.34,clear sky,17.8868,-77.5902,Big Red's
595,Saint-Paul,RE,75.2,light rain,-21.0096,55.2707,Boucan Canot
596,Tucuman,AR,78.8,broken clouds,-26.8241,-65.2226,HOTEL MIAMI
599,Ormara,PK,80.29,few clouds,25.2088,64.6357,Crystal Beach and Camping Resort Ormara
600,Rio Branco,BR,87.8,broken clouds,-9.9747,-67.81,João Paulo Hotel
601,Tefe,BR,87.8,scattered clouds,-3.3542,-64.7114,Aracati Hotel
602,Kathu,TH,87.01,few clouds,7.9178,98.3332,Novotel Phuket Resort
603,Maragogi,BR,79.83,scattered clouds,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
605,Robertsport,LR,80.28,overcast clouds,6.7533,-11.3686,Kwepunha Retreat
607,Sambava,MG,78.04,light rain,-14.2667,50.1667,Melrose
609,Adrar,MR,81.82,clear sky,20.5022,-10.0711,
610,Grass Valley,US,72.0,clear sky,39.2191,-121.0611,Holbrooke Hotel
611,Bambous Virieux,MU,78.01,broken clouds,-20.3428,57.7575,Casa Tia Villa
614,Puro,PH,80.04,overcast clouds,12.4841,123.3827,
616,Buluang,PH,76.39,overcast clouds,13.3068,123.3425,Enon Beach Resort
619,San Roque,ES,68.0,few clouds,36.2107,-5.3842,Hotel Guadacorte Park
620,Araouane,ML,90.18,overcast clouds,18.9048,-3.5265,
624,Marrakesh,MA,77.0,few clouds,31.6315,-8.0083,Novotel Marrakech Hivernage
628,Kirakira,SB,80.04,overcast clouds,-10.4544,161.9205,SanBiz Lodge
630,Acajutla,SV,91.4,scattered clouds,13.5928,-89.8275,asi es
632,Kununurra,AU,75.2,scattered clouds,-15.7667,128.7333,Hotel Kununurra
634,Padre Bernardo,BR,84.7,scattered clouds,-15.35,-48.5,
637,Charagua,BO,76.06,broken clouds,-19.8,-63.2167,Residencial Luismar
641,Nchelenge,ZM,69.03,light rain,-9.3451,28.734,KD Travellers Home
645,Coari,BR,75.99,overcast clouds,-4.085,-63.1414,HOTEL ALEX FLAT
646,Buchanan,LR,80.6,moderate rain,5.8808,-10.0467,Kamaneahn Hotel Inc
649,Maumere,ID,79.12,broken clouds,-8.6199,122.2111,Sylvia Hotel
651,Rock Sound,BS,77.41,clear sky,24.9,-76.2,Rock Sound Club
652,Portobelo,PA,81.0,overcast clouds,9.55,-79.65,Scuba Portobelo
653,Hirara,JP,69.64,clear sky,24.8,125.2833,Hotel Atoll Emerald Miyakojima
654,Vilcun,CL,69.8,clear sky,-38.65,-72.2333,"Rayen-Co, Rural Tourism"
655,Reconquista,AR,82.4,broken clouds,-29.15,-59.65,Grand Hotel
656,Srivardhan,IN,81.19,clear sky,18.0333,73.0167,Savli Resort/Hotel - Shrivardhan
658,Paita,PE,84.2,clear sky,-5.0892,-81.1144,Hotel Náutico de Paita
662,Nhulunbuy,AU,80.6,overcast clouds,-12.2333,136.7667,East Arnhem Real Estate
665,Necochea,AR,78.01,overcast clouds,-38.5473,-58.7368,dyd -mar Hotel
666,Orangeburg,US,75.2,clear sky,33.4918,-80.8557,Palmetto Inn & Suites
668,Gao,ML,90.79,overcast clouds,16.6362,1.6369999999999998,
672,Presidencia Roque Saenz Pena,AR,84.99,overcast clouds,-26.7852,-60.4388,Hotel Gualok
676,Canutama,BR,84.96,overcast clouds,-6.5339,-64.3831,Hotel Jhennifer
686,Puri,IN,80.6,haze,19.8,85.85,OYO 1577 Hotel Shree Hari Grand
688,Santa Rosa,PH,82.4,broken clouds,14.3122,121.1114,Erlyn’s Sta Rosa City Home
690,Qandala,SO,82.83,clear sky,11.472000000000001,49.8728,
691,Tayu,ID,77.7,overcast clouds,-6.5397,111.0518,Toko pakaian bu is Tayu
692,Mount Isa,AU,68.0,clear sky,-20.7333,139.5,ibis Styles Mt Isa Verona
693,Takhatpur,IN,81.7,clear sky,22.15,81.8667,School nigarband
694,Williams Lake,CA,68.0,clear sky,52.1415,-122.1445,Stampeder Motel
695,Bataipora,BR,84.85,broken clouds,-22.2953,-53.2711,Hotel Vale do Ivinhema
696,Providencia,MX,84.0,clear sky,28.7167,-111.5833,
